id,target
0,0
1,0
2,1
3,1
4,1
5,0
6,0
7,1
8,0
9,1
10,1
11,1
12,1
13,0
14,1
15,0
16,0
17,1
18,1
19,0
20,0
21,0
22,0
23,1
24,0
25,1
26,0
27,1
28,0
29,0
30,1
31,1
32,1
33,0
34,1
35,0
36,0
37,1
38,0
39,1
40,0
41,0
42,1
43,1
44,0
45,0
46,1
47,0
48,0
49,0
50,1
51,0
52,1
53,1
54,1
55,0
56,0
57,1
58,0
59,0
60,1
61,0
62,0
63,1
64,0
65,0
66,1
67,1
68,0
69,1
70,1
71,0
72,0
73,0
74,0
75,1
76,1
77,0
78,0
79,0
80,1
81,1
82,0
83,0
84,1
85,0
86,1
87,1
88,0
89,0
90,0
91,1
92,1
93,1
94,0
95,1
96,0
97,1
98,1
99,1
100,0
101,0
102,1
103,0
104,0
105,0
106,0
107,0
108,0
109,1
110,0
111,1
112,1
113,0
114,1
115,1
116,0
117,0
118,1
119,1
120,1
121,0
122,1
123,0
124,0
125,0
126,0
127,0
128,1
129,0
130,1
131,0
132,1
133,0
134,1
135,1
136,0
137,1
138,1
139,1
140,0
141,0
142,1
143,0
144,0
145,1
146,1
147,0
148,1
149,1
150,0
151,0
152,0
153,1
154,1
155,0
156,1
157,1
158,1
159,1
160,1
161,0
162,1
163,0
164,0
165,1
166,1
167,1
168,1
169,0
170,0
171,1
172,0
173,1
174,0
175,1
176,0
177,0
178,1
179,0
180,0
181,0
182,1
183,1
184,0
185,1
186,1
187,0
188,1
189,0
190,0
191,1
192,1
193,1
194,1
195,0
196,1
197,0
198,0
199,0
200,1
201,0
202,1
203,1
204,1
205,1
206,0
207,0
208,1
209,0
210,1
211,1
212,1
213,0
214,0
215,1
216,1
217,0
218,1
219,0
220,1
221,1
222,0
223,1
224,0
225,1
226,0
227,0
228,0
229,1
230,1
231,1
232,1
233,0
234,1
235,0
236,0
237,1
238,1
239,1
240,1
241,0
242,0
243,0
244,1
245,1
246,1
247,1
248,1
249,1
250,0
251,1
252,1
253,0
254,1
255,1
256,1
257,0
258,1
259,1
260,0
261,0
262,1
263,0
264,0
265,1
266,1
267,1
268,0
269,0
270,0
271,0
272,1
273,0
274,1
275,1
276,0
277,0
278,1
279,0
280,0
281,1
282,1
283,1
284,1
285,1
286,1
287,1
288,1
289,1
290,1
291,0
292,1
293,1
294,1
295,1
296,0
297,1
298,0
299,0
300,1
301,1
302,1
303,1
304,1
305,0
306,0
307,1
308,0
309,0
310,1
311,1
312,1
313,1
314,0
315,0
316,1
317,0
318,1
319,0
320,1
321,0
322,1
323,1
324,0
325,1
326,1
327,0
328,1
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,1
337,1
338,1
339,0
340,0
341,0
342,1
343,0
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,0
352,0
353,1
354,1
355,1
356,1
357,1
358,0
359,1
360,0
361,0
362,1
363,1
364,0
365,0
366,1
367,0
368,0
369,0
370,0
371,0
372,0
373,1
374,0
375,1
376,0
377,1
378,0
379,0
380,1
381,0
382,0
383,1
384,1
385,0
386,1
387,1
388,1
389,1
390,0
391,1
392,0
393,1
394,1
395,0
396,0
397,1
398,1
399,0
400,0
401,0
402,0
403,1
404,0
405,0
406,1
407,0
408,1
409,0
410,1
411,1
412,0
413,1
414,1
415,1
416,0
417,0
418,0
419,0
420,1
421,1
422,1
423,0
424,1
425,1
426,1
427,1
428,1
429,0
430,0
431,1
432,0
433,1
434,0
435,0
436,0
437,0
438,1
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,1
448,0
449,0
450,1
451,0
452,1
453,1
454,1
455,1
456,0
457,1
458,1
459,1
460,1
461,1
462,0
463,1
464,1
465,0
466,1
467,1
468,0
469,1
470,0
471,1
472,0
473,0
474,1
475,0
476,0
477,1
478,1
479,0
480,1
481,1
482,1
483,1
484,0
485,1
486,0
487,1
488,0
489,0
490,1
491,1
492,1
493,0
494,1
495,0
496,0
497,1
498,1
499,1
500,1
501,0
502,0
503,1
504,1
505,1
506,1
507,0
508,0
509,0
510,1
511,0
512,1
513,1
514,1
515,0
516,1
517,1
518,0
519,1
520,0
521,0
522,1
523,1
524,1
525,0
526,0
527,0
528,0
529,1
530,0
531,1
532,0
533,1
534,1
535,1
536,1
537,0
538,1
539,0
540,1
541,1
542,1
543,1
544,0
545,0
546,0
547,0
548,0
549,0
550,1
551,1
552,0
553,0
554,1
555,1
556,1
557,1
558,0
559,1
560,1
561,0
562,1
563,1
564,0
565,1
566,0
567,1
568,1
569,1
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,1
578,1
579,1
580,1
581,0
582,1
583,1
584,1
585,1
586,0
587,1
588,1
589,1
590,0
591,0
592,1
593,1
594,1
595,1
596,0
597,0
598,0
599,1
600,0
601,0
602,0
603,1
604,1
605,0
606,1
607,1
608,0
609,0
610,1
611,0
612,1
613,1
614,1
615,0
616,1
617,1
618,0
619,1
620,0
621,1
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,1
630,1
631,1
632,0
633,1
634,0
635,0
636,1
637,0
638,0
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,0
647,0
648,1
649,0
650,1
651,1
652,0
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,0
665,1
666,0
667,0
668,0
669,1
670,0
671,0
672,1
673,0
674,0
675,1
676,0
677,1
678,0
679,0
680,1
681,1
682,0
683,1
684,0
685,1
686,0
687,1
688,1
689,1
690,0
691,0
692,1
693,0
694,1
695,1
696,0
697,0
698,1
699,0
700,1
701,0
702,0
703,1
704,0
705,0
706,1
707,1
708,1
709,0
710,0
711,1
712,0
713,1
714,1
715,0
716,0
717,1
718,1
719,1
720,1
721,0
722,1
723,1
724,0
725,0
726,0
727,0
728,1
729,0
730,1
731,1
732,1
733,1
734,1
735,0
736,0
737,1
738,0
739,1
740,0
741,1
742,1
743,1
744,0
745,1
746,1
747,0
748,1
749,1
750,0
751,1
752,0
753,1
754,0
755,1
756,1
757,0
758,1
759,1
760,1
761,0
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,1
770,1
771,0
772,0
773,0
774,0
775,0
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,1
788,0
789,0
790,1
791,0
792,0
793,1
794,0
795,1
796,0
797,1
798,1
799,0
800,0
801,1
802,1
803,0
804,0
805,0
806,0
807,0
808,1
809,0
810,1
811,1
812,0
813,0
814,0
815,1
816,1
817,1
818,0
819,1
820,1
821,0
822,1
823,1
824,1
825,1
826,1
827,0
828,0
829,1
830,1
831,1
832,1
833,0
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,1
842,0
843,0
844,0
845,0
846,1
847,1
848,1
849,0
850,0
851,1
852,0
853,1
854,0
855,0
856,0
857,0
858,0
859,0
860,1
861,1
862,1
863,0
864,1
865,1
866,1
867,0
868,0
869,0
870,1
871,0
872,1
873,0
874,1
875,1
876,1
877,1
878,1
879,1
880,1
881,0
882,0
883,1
884,0
885,0
886,1
887,0
888,1
889,0
890,1
891,1
892,1
893,1
894,0
895,0
896,1
897,1
898,0
899,0
900,0
901,1
902,0
903,1
904,1
905,0
906,0
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,0
917,0
918,1
919,1
920,0
921,1
922,1
923,0
924,0
925,0
926,0
927,1
928,0
929,1
930,1
931,1
932,1
933,1
934,0
935,1
936,0
937,1
938,0
939,1
940,0
941,1
942,0
943,1
944,1
945,0
946,1
947,0
948,0
949,1
950,0
951,1
952,0
953,0
954,0
955,0
956,1
957,1
958,0
959,0
960,0
961,0
962,0
963,0
964,1
965,1
966,1
967,0
968,0
969,0
970,0
971,1
972,1
973,1
974,1
975,0
976,0
977,1
978,1
979,0
980,0
981,1
982,0
983,0
984,1
985,1
986,0
987,0
988,1
989,0
990,1
991,0
992,0
993,1
994,0
995,1
996,0
997,1
998,0
999,1
1000,1
1001,1
1002,0
1003,0
1004,0
1005,0
1006,0
1007,1
1008,1
1009,1
1010,0
1011,0
1012,0
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,0
1020,0
1021,0
1022,1
1023,0
1024,1
1025,1
1026,0
1027,1
1028,1
1029,1
1030,1
1031,0
1032,1
1033,1
1034,1
1035,1
1036,0
1037,0
1038,1
1039,0
1040,0
1041,0
1042,1
1043,0
1044,1
1045,0
1046,1
1047,1
1048,0
1049,1
1050,1
1051,1
1052,0
1053,0
1054,1
1055,0
1056,0
1057,0
1058,0
1059,1
1060,0
1061,0
1062,0
1063,1
1064,0
1065,0
1066,1
1067,1
1068,1
1069,0
1070,0
1071,1
1072,0
1073,1
1074,0
1075,0
1076,1
1077,1
1078,0
1079,0
1080,1
1081,1
1082,1
1083,0
1084,1
1085,1
1086,0
1087,1
1088,0
1089,0
1090,0
1091,1
1092,1
1093,1
1094,0
1095,0
1096,1
1097,0
1098,1
1099,1
1100,0
1101,1
1102,0
1103,0
1104,1
1105,1
1106,0
1107,1
1108,1
1109,1
1110,1
1111,1
1112,1
1113,0
1114,1
1115,0
1116,0
1117,1
1118,1
1119,0
1120,1
1121,1
1122,0
1123,1
1124,1
1125,0
1126,0
1127,1
1128,1
1129,1
1130,0
1131,1
1132,1
1133,1
1134,1
1135,1
1136,0
1137,1
1138,1
1139,0
1140,1
1141,0
1142,1
1143,0
1144,1
1145,1
1146,1
1147,1
1148,1
1149,0
1150,0
1151,1
1152,1
1153,0
1154,0
1155,0
1156,1
1157,0
1158,1
1159,1
1160,0
1161,0
1162,0
1163,1
1164,0
1165,1
1166,1
1167,0
1168,0
1169,1
1170,0
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,0
1178,1
1179,0
1180,1
1181,1
1182,0
1183,1
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,1
1191,1
1192,0
1193,0
1194,0
1195,1
1196,1
1197,1
1198,1
1199,0
1200,1
1201,1
1202,0
1203,1
1204,0
1205,1
1206,1
1207,0
1208,1
1209,1
1210,0
1211,1
1212,0
1213,1
1214,1
1215,0
1216,0
1217,0
1218,1
1219,0
1220,1
1221,0
1222,0
1223,1
1224,0
1225,0
1226,1
1227,1
1228,0
1229,1
1230,0
1231,0
1232,0
1233,1
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,1
1241,1
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,1
1249,1
1250,0
1251,0
1252,0
1253,0
1254,0
1255,1
1256,1
1257,1
1258,0
1259,0
1260,1
1261,1
1262,0
1263,0
1264,0
1265,1
1266,1
1267,1
1268,1
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,1
1276,0
1277,1
1278,0
1279,1
1280,0
1281,0
1282,0
1283,0
1284,0
1285,1
1286,0
1287,0
1288,1
1289,1
1290,1
1291,1
1292,1
1293,1
1294,1
1295,0
1296,0
1297,1
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,1
1305,0
1306,1
1307,1
1308,1
1309,1
1310,0
1311,1
1312,1
1313,1
1314,0
1315,0
1316,1
1317,1
1318,0
1319,1
1320,0
1321,1
1322,1
1323,1
1324,0
1325,1
1326,1
1327,1
1328,1
1329,0
1330,1
1331,1
1332,1
1333,1
1334,0
1335,0
1336,0
1337,1
1338,0
1339,1
1340,1
1341,0
1342,0
1343,1
1344,1
1345,1
1346,1
1347,0
1348,0
1349,1
1350,0
1351,0
1352,0
1353,0
1354,1
1355,0
1356,1
1357,1
1358,1
1359,1
1360,1
1361,0
1362,1
1363,1
1364,0
1365,1
1366,1
1367,1
1368,0
1369,1
1370,0
1371,0
1372,0
1373,1
1374,1
1375,1
1376,0
1377,0
1378,1
1379,0
1380,1
1381,1
1382,0
1383,0
1384,0
1385,1
1386,1
1387,0
1388,1
1389,1
1390,1
1391,1
1392,1
1393,0
1394,0
1395,0
1396,0
1397,1
1398,1
1399,1
1400,0
1401,0
1402,1
1403,1
1404,1
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,1
1413,1
1414,0
1415,1
1416,1
1417,1
1418,1
1419,1
1420,1
1421,0
1422,0
1423,1
1424,1
1425,0
1426,0
1427,0
1428,1
1429,0
1430,1
1431,1
1432,1
1433,1
1434,0
1435,1
1436,1
1437,0
1438,0
1439,1
1440,1
1441,1
1442,0
1443,1
1444,0
1445,0
1446,1
1447,0
1448,1
1449,1
1450,0
1451,0
1452,1
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,1
1460,0
1461,1
1462,1
1463,0
1464,1
1465,1
1466,1
1467,0
1468,1
1469,1
1470,0
1471,1
1472,0
1473,1
1474,1
1475,0
1476,0
1477,1
1478,1
1479,0
1480,0
1481,0
1482,1
1483,1
1484,0
1485,1
1486,1
1487,0
1488,0
1489,1
1490,1
1491,0
1492,1
1493,1
1494,0
1495,1
1496,0
1497,0
1498,1
1499,0
1500,0
1501,0
1502,0
1503,1
1504,0
1505,0
1506,1
1507,0
1508,0
1509,0
1510,1
1511,1
1512,1
1513,0
1514,0
1515,0
1516,1
1517,1
1518,0
1519,1
1520,0
1521,1
1522,0
1523,0
1524,1
1525,0
1526,1
1527,0
1528,0
1529,1
1530,1
1531,1
1532,1
1533,1
1534,0
1535,1
1536,0
1537,1
1538,1
1539,0
1540,0
1541,0
1542,1
1543,0
1544,1
1545,0
1546,1
1547,1
1548,1
1549,0
1550,1
1551,1
1552,0
1553,0
1554,0
1555,1
1556,1
1557,1
1558,0
1559,1
1560,0
1561,1
1562,0
1563,1
1564,1
1565,0
1566,0
1567,1
1568,1
1569,0
1570,0
1571,0
1572,1
1573,1
1574,1
1575,1
1576,1
1577,1
1578,1
1579,0
1580,0
1581,1
1582,1
1583,1
1584,1
1585,1
1586,0
1587,1
1588,1
1589,1
1590,0
1591,0
1592,1
1593,1
1594,0
1595,0
1596,1
1597,1
1598,1
1599,1
1600,1
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,1
1608,0
1609,1
1610,0
1611,0
1612,0
1613,0
1614,0
1615,1
1616,0
1617,1
1618,1
1619,1
1620,0
1621,0
1622,1
1623,1
1624,0
1625,0
1626,1
1627,0
1628,0
1629,1
1630,0
1631,1
1632,1
1633,0
1634,0
1635,1
1636,0
1637,0
1638,1
1639,1
1640,1
1641,0
1642,0
1643,0
1644,0
1645,1
1646,0
1647,0
1648,0
1649,1
1650,0
1651,1
1652,0
1653,1
1654,1
1655,1
1656,0
1657,1
1658,0
1659,1
1660,0
1661,0
1662,1
1663,1
1664,1
1665,0
1666,1
1667,1
1668,0
1669,0
1670,0
1671,1
1672,0
1673,0
1674,1
1675,1
1676,1
1677,1
1678,1
1679,1
1680,1
1681,0
1682,0
1683,1
1684,0
1685,0
1686,1
1687,0
1688,0
1689,1
1690,0
1691,0
1692,1
1693,0
1694,1
1695,1
1696,0
1697,1
1698,1
1699,1
1700,1
1701,1
1702,0
1703,0
1704,0
1705,0
1706,0
1707,1
1708,1
1709,0
1710,1
1711,1
1712,0
1713,0
1714,0
1715,0
1716,0
1717,1
1718,1
1719,1
1720,1
1721,0
1722,0
1723,0
1724,1
1725,1
1726,1
1727,1
1728,0
1729,0
1730,1
1731,0
1732,0
1733,1
1734,1
1735,0
1736,1
1737,0
1738,1
1739,0
1740,1
1741,0
1742,1
1743,0
1744,1
1745,1
1746,1
1747,1
1748,0
1749,1
1750,0
1751,1
1752,1
1753,0
1754,0
1755,0
1756,1
1757,0
1758,0
1759,0
1760,1
1761,1
1762,1
1763,1
1764,0
1765,1
1766,0
1767,1
1768,1
1769,1
1770,1
1771,1
1772,0
1773,1
1774,1
1775,0
1776,0
1777,1
1778,1
1779,1
1780,0
1781,0
1782,0
1783,0
1784,0
1785,1
1786,0
1787,1
1788,0
1789,0
1790,0
1791,0
1792,1
1793,0
1794,0
1795,1
1796,0
1797,0
1798,0
1799,0
1800,0
1801,1
1802,1
1803,0
1804,1
1805,0
1806,0
1807,1
1808,0
1809,0
1810,0
1811,1
1812,0
1813,1
1814,1
1815,1
1816,1
1817,1
1818,1
1819,1
1820,1
1821,1
1822,1
1823,1
1824,1
1825,1
1826,0
1827,1
1828,0
1829,0
1830,1
1831,0
1832,1
1833,1
1834,0
1835,0
1836,1
1837,0
1838,1
1839,1
1840,1
1841,0
1842,1
1843,1
1844,1
1845,1
1846,1
1847,1
1848,1
1849,0
1850,1
1851,1
1852,0
1853,0
1854,0
1855,0
1856,0
1857,1
1858,1
1859,1
1860,1
1861,0
1862,1
1863,1
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,1
1871,0
1872,0
1873,1
1874,1
1875,0
1876,1
1877,0
1878,0
1879,1
1880,1
1881,0
1882,1
1883,1
1884,1
1885,0
1886,0
1887,1
1888,0
1889,1
1890,1
1891,1
1892,1
1893,1
1894,0
1895,0
1896,1
1897,1
1898,1
1899,1
1900,0
1901,1
1902,0
1903,0
1904,1
1905,0
1906,0
1907,1
1908,0
1909,1
1910,1
1911,0
1912,0
1913,0
1914,0
1915,1
1916,1
1917,0
1918,1
1919,0
1920,0
1921,1
1922,1
1923,0
1924,1
1925,1
1926,1
1927,1
1928,1
1929,1
1930,1
1931,1
1932,0
1933,1
1934,0
1935,1
1936,0
1937,1
1938,0
1939,0
1940,0
1941,1
1942,1
1943,0
1944,1
1945,0
1946,1
1947,1
1948,1
1949,0
1950,1
1951,1
1952,0
1953,0
1954,1
1955,0
1956,1
1957,1
1958,1
1959,0
1960,1
1961,1
1962,0
1963,1
1964,1
1965,0
1966,1
1967,1
1968,1
1969,0
1970,0
1971,0
1972,1
1973,1
1974,0
1975,1
1976,1
1977,0
1978,0
1979,0
1980,0
1981,1
1982,0
1983,1
1984,0
1985,1
1986,0
1987,0
1988,0
1989,1
1990,1
1991,1
1992,0
1993,1
1994,1
1995,0
1996,1
1997,1
1998,1
1999,1
2000,1
2001,0
2002,0
2003,1
2004,1
2005,1
2006,1
2007,1
2008,1
2009,0
2010,0
2011,1
2012,1
2013,0
2014,0
2015,0
2016,1
2017,0
2018,1
2019,0
2020,1
2021,0
2022,1
2023,0
2024,0
2025,1
2026,0
2027,1
2028,0
2029,1
2030,1
2031,1
2032,1
2033,1
2034,0
2035,1
2036,0
2037,0
2038,0
2039,0
2040,1
2041,1
2042,1
2043,1
2044,1
2045,0
2046,0
2047,1
2048,1
2049,1
2050,1
2051,0
2052,0
2053,1
2054,0
2055,1
2056,0
2057,1
2058,0
2059,0
2060,1
2061,0
2062,1
2063,1
2064,1
2065,1
2066,1
2067,1
2068,0
2069,1
2070,1
2071,1
2072,1
2073,1
2074,0
2075,0
2076,1
2077,0
2078,0
2079,0
2080,0
2081,1
2082,1
2083,1
2084,1
2085,0
2086,1
2087,0
2088,1
2089,0
2090,1
2091,1
2092,1
2093,0
2094,1
2095,0
2096,1
2097,0
2098,1
2099,1
2100,0
2101,1
2102,0
2103,1
2104,0
2105,0
2106,1
2107,0
2108,1
2109,0
2110,0
2111,1
2112,0
2113,0
2114,0
2115,0
2116,0
2117,1
2118,0
2119,1
2120,0
2121,1
2122,0
2123,1
2124,0
2125,0
2126,0
2127,0
2128,1
2129,1
2130,0
2131,1
2132,1
2133,1
2134,0
2135,0
2136,1
2137,1
2138,1
2139,0
2140,1
2141,1
2142,0
2143,1
2144,0
2145,0
2146,0
2147,1
2148,0
2149,0
2150,1
2151,1
2152,0
2153,1
2154,0
2155,1
2156,1
2157,0
2158,1
2159,1
2160,1
2161,0
2162,1
2163,0
2164,0
2165,1
2166,1
2167,0
2168,1
2169,1
2170,0
2171,1
2172,1
2173,1
2174,0
2175,0
2176,1
2177,1
2178,1
2179,0
2180,0
2181,0
2182,0
2183,1
2184,1
2185,1
2186,1
2187,0
2188,1
2189,0
2190,0
2191,1
2192,0
2193,1
2194,1
2195,0
2196,1
2197,0
2198,1
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,1
2208,1
2209,1
2210,1
2211,1
2212,1
2213,0
2214,0
2215,1
2216,0
2217,1
2218,0
2219,1
2220,0
2221,0
2222,0
2223,1
2224,0
2225,0
2226,1
2227,1
2228,1
2229,0
2230,1
2231,0
2232,1
2233,1
2234,1
2235,0
2236,1
2237,1
2238,0
2239,1
2240,1
2241,1
2242,1
2243,0
2244,0
2245,0
2246,1
2247,0
2248,0
2249,1
2250,1
2251,0
2252,0
2253,1
2254,1
2255,1
2256,1
2257,0
2258,1
2259,0
2260,0
2261,1
2262,1
2263,0
2264,1
2265,1
2266,1
2267,1
2268,0
2269,1
2270,1
2271,0
2272,0
2273,1
2274,0
2275,0
2276,0
2277,1
2278,1
2279,1
2280,0
2281,0
2282,0
2283,0
2284,0
2285,1
2286,0
2287,1
2288,1
2289,1
2290,1
2291,1
2292,0
2293,1
2294,0
2295,1
2296,1
2297,0
2298,1
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,1
2306,0
2307,0
2308,1
2309,0
2310,1
2311,0
2312,0
2313,1
2314,0
2315,0
2316,1
2317,0
2318,1
2319,1
2320,1
2321,1
2322,0
2323,0
2324,1
2325,1
2326,1
2327,1
2328,1
2329,0
2330,0
2331,0
2332,0
2333,1
2334,0
2335,1
2336,0
2337,1
2338,1
2339,0
2340,0
2341,1
2342,1
2343,1
2344,1
2345,0
2346,0
2347,1
2348,0
2349,1
2350,1
2351,0
2352,1
2353,0
2354,1
2355,1
2356,1
2357,1
2358,1
2359,1
2360,1
2361,1
2362,0
2363,0
2364,0
2365,1
2366,0
2367,0
2368,1
2369,1
2370,0
2371,0
2372,1
2373,0
2374,0
2375,1
2376,0
2377,0
2378,0
2379,1
2380,0
2381,1
2382,1
2383,0
2384,1
2385,0
2386,1
2387,1
2388,1
2389,1
2390,0
2391,0
2392,1
2393,0
2394,0
2395,0
2396,1
2397,1
2398,1
2399,0
2400,0
2401,1
2402,0
2403,0
2404,1
2405,0
2406,0
2407,0
2408,0
2409,1
2410,0
2411,0
2412,0
2413,1
2414,1
2415,1
2416,1
2417,0
2418,0
2419,0
2420,1
2421,0
2422,0
2423,0
2424,0
2425,1
2426,1
2427,0
2428,1
2429,1
2430,1
2431,1
2432,0
2433,1
2434,0
2435,0
2436,1
2437,1
2438,0
2439,0
2440,0
2441,0
2442,1
2443,0
2444,0
2445,0
2446,0
2447,1
2448,1
2449,0
2450,0
2451,1
2452,0
2453,0
2454,1
2455,0
2456,1
2457,1
2458,0
2459,1
2460,1
2461,0
2462,1
2463,0
2464,0
2465,0
2466,0
2467,1
2468,1
2469,1
2470,1
2471,1
2472,1
2473,0
2474,0
2475,1
2476,0
2477,0
2478,1
2479,1
2480,0
2481,0
2482,1
2483,1
2484,0
2485,0
2486,0
2487,0
2488,1
2489,0
2490,0
2491,0
2492,1
2493,0
2494,0
2495,0
2496,1
2497,1
2498,1
2499,0
2500,1
2501,0
2502,1
2503,0
2504,0
2505,1
2506,1
2507,1
2508,1
2509,1
2510,0
2511,0
2512,1
2513,1
2514,0
2515,0
2516,0
2517,0
2518,1
2519,1
2520,0
2521,0
2522,1
2523,1
2524,1
2525,0
2526,0
2527,1
2528,1
2529,1
2530,0
2531,0
2532,1
2533,0
2534,0
2535,0
2536,1
2537,0
2538,1
2539,1
2540,1
2541,0
2542,1
2543,0
2544,1
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,1
2553,0
2554,0
2555,1
2556,0
2557,0
2558,1
2559,0
2560,0
2561,0
2562,0
2563,1
2564,1
2565,1
2566,0
2567,1
2568,1
2569,0
2570,0
2571,0
2572,0
2573,1
2574,1
2575,0
2576,1
2577,1
2578,1
2579,0
2580,1
2581,1
2582,0
2583,1
2584,0
2585,0
2586,0
2587,0
2588,0
2589,1
2590,0
2591,0
2592,1
2593,0
2594,0
2595,1
2596,0
2597,0
2598,1
2599,0
2600,1
2601,0
2602,0
2603,0
2604,1
2605,0
2606,0
2607,0
2608,1
2609,0
2610,0
2611,1
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,1
2619,0
2620,0
2621,0
2622,1
2623,1
2624,1
2625,0
2626,1
2627,1
2628,1
2629,1
2630,0
2631,0
2632,1
2633,1
2634,1
2635,1
2636,0
2637,0
2638,1
2639,1
2640,0
2641,1
2642,1
2643,0
2644,1
2645,0
2646,0
2647,1
2648,1
2649,0
2650,1
2651,1
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,0
2661,1
2662,0
2663,0
2664,1
2665,1
2666,1
2667,1
2668,0
2669,0
2670,1
2671,1
2672,1
2673,0
2674,1
2675,1
2676,0
2677,0
2678,0
2679,0
2680,0
2681,0
2682,0
2683,1
2684,0
2685,1
2686,1
2687,0
2688,0
2689,1
2690,1
2691,0
2692,0
2693,0
2694,1
2695,1
2696,1
2697,0
2698,1
2699,1
2700,1
2701,1
2702,1
2703,1
2704,1
2705,1
2706,1
2707,0
2708,0
2709,0
2710,1
2711,0
2712,0
2713,1
2714,1
2715,0
2716,0
2717,0
2718,1
2719,1
2720,0
2721,1
2722,1
2723,0
2724,1
2725,1
2726,0
2727,0
2728,1
2729,1
2730,0
2731,0
2732,1
2733,0
2734,1
2735,1
2736,1
2737,1
2738,1
2739,0
2740,1
2741,1
2742,1
2743,0
2744,0
2745,1
2746,1
2747,0
